facility_id,facility_type,zone,lead_time_days,medicine,month,stock_on_hand,consumption,resupply,days_of_stock,stockout
ETH007,Health Centre,Amhara,27,Magnesium Sulphate,2024-05,30.0,22,0,40.9,0
ETH007,Health Centre,Amhara,27,Magnesium Sulphate,2024-06,55.0,22,47,75.0,0
ETH007,Health Centre,Amhara,27,Magnesium Sulphate,2024-07,29.0,26,0,33.5,0
ETH007,Health Centre,Amhara,27,Magnesium Sulphate,2024-08,74.0,24,69,92.5,0
ETH007,Health Centre,Amhara,27,Magnesium Sulphate,2024-09,60.0,14,0,128.6,0
ETH007,Health Centre,Amhara,27,Magnesium Sulphate,2024-10,44.0,16,0,82.5,0
ETH007,Health Centre,Amhara,27,Magnesium Sulphate,2024-11,16.0,28,0,17.1,0
ETH007,Health Centre,Amhara,27,Magnesium Sulphate,2024-12,83.0,30,97,83.0,0
ETH008,Health Centre,Amhara,17,Oxytocin,2024-01,102.0,30,0,102.0,0
ETH008,Health Centre,Amhara,17,Oxytocin,2024-02,83.0,19,0,131.1,0
ETH008,Health Centre,Amhara,17,Oxytocin,2024-03,64.0,19,0,101.1,0
ETH008,Health Centre,Amhara,17,Oxytocin,2024-04,36.0,28,0,38.6,0
ETH008,Health Centre,Amhara,17,Oxytocin,2024-07,42.0,28,0,45.0,0
ETH008,Health Centre,Amhara,17,Oxytocin,2024-08,19.0,23,0,24.8,0
ETH008,Health Centre,Amhara,17,Oxytocin,2024-09,69.0,22,72,94.1,0
ETH008,Health Centre,Amhara,17,Oxytocin,2024-10,48.0,21,0,68.6,0
ETH008,Health Centre,Amhara,17,Oxytocin,2024-12,1.0,23,0,1.3,0
ETH008,Health Centre,Amhara,17,ORS/Zinc,2024-01,59.0,25,0,70.8,0
ETH008,Health Centre,Amhara,17,ORS/Zinc,2024-02,37.0,22,0,50.5,0
ETH008,Health Centre,Amhara,17,ORS/Zinc,2024-03,15.0,22,0,20.5,0
ETH008,Health Centre,Amhara,17,ORS/Zinc,2024-04,0.0,15,0,0.0,1
ETH008,Health Centre,Amhara,17,ORS/Zinc,2024-06,83.0,20,103,124.5,0
ETH008,Health Centre,Amhara,17,ORS/Zinc,2024-07,54.0,29,0,55.9,0
ETH008,Health Centre,Amhara,17,ORS/Zinc,2024-08,25.0,29,0,25.9,0
ETH008,Health Centre,Amhara,17,ORS/Zinc,2024-09,94.0,20,89,141.0,0
ETH008,Health Centre,Amhara,17,ORS/Zinc,2024-10,70.0,24,0,87.5,0
ETH008,Health Centre,Amhara,17,ORS/Zinc,2024-11,49.0,21,0,70.0,0
ETH008,Health Centre,Amhara,17,ORS/Zinc,2024-12,24.0,25,0,28.8,0
ETH008,Health Centre,Amhara,17,Artemether-Lumefantrine,2024-01,90.0,28,0,96.4,0
ETH008,Health Centre,Amhara,17,Artemether-Lumefantrine,2024-03,42.0,20,0,63.0,0
ETH008,Health Centre,Amhara,17,Artemether-Lumefantrine,2024-04,17.0,25,0,20.4,0
ETH008,Health Centre,Amhara,17,Artemether-Lumefantrine,2024-05,87.0,20,90,130.5,0
ETH008,Health Centre,Amhara,17,Artemether-Lumefantrine,2024-06,54.0,33,0,49.1,0
ETH008,Health Centre,Amhara,17,Artemether-Lumefantrine,2024-07,17.0,37,0,13.8,0
ETH008,Health Centre,Amhara,17,Artemether-Lumefantrine,2024-08,0.0,17,0,0.0,1
ETH008,Health Centre,Amhara,17,Artemether-Lumefantrine,2024-09,0.0,0,0,0.0,1
ETH008,Health Centre,Amhara,17,Artemether-Lumefantrine,2024-10,52.0,15,67,104.0,0
ETH008,Health Centre,Amhara,17,Artemether-Lumefantrine,2024-11,25.0,27,0,27.8,0
ETH008,Health Centre,Amhara,17,Artemether-Lumefantrine,2024-12,79.0,26,80,91.2,0
ETH008,Health Centre,Amhara,17,Magnesium Sulphate,2024-01,45.0,19,0,71.1,0
ETH008,Health Centre,Amhara,17,Magnesium Sulphate,2024-02,20.0,25,0,24.0,0
ETH008,Health Centre,Amhara,17,Magnesium Sulphate,2024-03,72.0,27,79,80.0,0
ETH008,Health Centre,Amhara,17,Magnesium Sulphate,2024-04,46.0,26,0,53.1,0
ETH008,Health Centre,Amhara,17,Magnesium Sulphate,2024-06,89.0,25,84,106.8,0
ETH008,Health Centre,Amhara,17,Magnesium Sulphate,2024-07,60.0,29,0,62.1,0
ETH008,Health Centre,Amhara,17,Magnesium Sulphate,2024-08,38.0,22,0,51.8,0
ETH008,Health Centre,Amhara,17,Magnesium Sulphate,2024-09,95.0,13,70,180.0,0
ETH008,Health Centre,Amhara,17,Magnesium Sulphate,2024-10,73.0,22,0,99.5,0
ETH008,Health Centre,Amhara,17,Magnesium Sulphate,2024-11,53.0,20,0,79.5,0
ETH008,Health Centre,Amhara,17,Magnesium Sulphate,2024-12,24.0,29,0,24.8,0
ETH009,Health Centre,Tigray,15,Oxytocin,2024-01,128.0,22,0,174.5,0
ETH009,Health Centre,Tigray,15,Oxytocin,2024-02,97.0,31,0,93.9,0
ETH009,Health Centre,Tigray,15,Oxytocin,2024-03,73.0,24,0,91.2,0
ETH009,Health Centre,Tigray,15,Oxytocin,2024-04,52.0,21,0,74.3,0
ETH009,Health Centre,Tigray,15,Oxytocin,2024-05,18.0,34,0,15.9,0
ETH009,Health Centre,Tigray,15,Oxytocin,2024-06,76.0,16,74,142.5,0
ETH009,Health Centre,Tigray,15,Oxytocin,2024-07,58.0,18,0,96.7,0
ETH009,Health Centre,Tigray,15,Oxytocin,2024-08,39.0,19,0,61.6,0
ETH009,Health Centre,Tigray,15,Oxytocin,2024-09,68.0,26,55,78.5,0
ETH009,Health Centre,Tigray,15,Oxytocin,2024-10,41.0,27,0,45.6,0
ETH009,Health Centre,Tigray,15,Oxytocin,2024-11,16.0,25,0,19.2,0
ETH009,Health Centre,Tigray,15,Oxytocin,2024-12,45.0,23,52,58.7,0
ETH009,Health Centre,Tigray,15,ORS/Zinc,2024-01,132.0,24,0,165.0,0
ETH009,Health Centre,Tigray,15,ORS/Zinc,2024-02,113.0,19,0,178.4,0
ETH009,Health Centre,Tigray,15,ORS/Zinc,2024-03,88.0,25,0,105.6,0
ETH009,Health Centre,Tigray,15,ORS/Zinc,2024-04,53.0,35,0,45.4,0
ETH009,Health Centre,Tigray,15,ORS/Zinc,2024-05,30.0,23,0,39.1,0
ETH009,Health Centre,Tigray,15,ORS/Zinc,2024-07,64.0,16,0,120.0,0
ETH009,Health Centre,Tigray,15,ORS/Zinc,2024-08,39.0,25,0,46.8,0
ETH009,Health Centre,Tigray,15,ORS/Zinc,2024-10,76.0,23,75,99.1,0
ETH009,Health Centre,Tigray,15,ORS/Zinc,2024-11,53.0,23,0,69.1,0
ETH009,Health Centre,Tigray,15,ORS/Zinc,2024-12,22.0,31,0,21.3,0
ETH009,Health Centre,Tigray,15,Artemether-Lumefantrine,2024-01,118.0,16,0,180.0,0
ETH009,Health Centre,Tigray,15,Artemether-Lumefantrine,2024-02,83.0,35,0,71.1,0
ETH009,Health Centre,Tigray,15,Artemether-Lumefantrine,2024-04,42.0,18,0,70.0,0
ETH009,Health Centre,Tigray,15,Artemether-Lumefantrine,2024-05,16.0,26,0,18.5,0
ETH009,Health Centre,Tigray,15,Artemether-Lumefantrine,2024-06,78.0,32,94,73.1,0
ETH009,Health Centre,Tigray,15,Artemether-Lumefantrine,2024-07,33.0,45,0,22.0,0
ETH009,Health Centre,Tigray,15,Artemether-Lumefantrine,2024-08,51.0,35,53,43.7,0
ETH009,Health Centre,Tigray,15,Artemether-Lumefantrine,2024-09,19.0,32,0,17.8,0
ETH009,Health Centre,Tigray,15,Artemether-Lumefantrine,2024-10,0.0,19,0,0.0,1
ETH009,Health Centre,Tigray,15,Artemether-Lumefantrine,2024-11,56.0,29,85,57.9,0
ETH009,Health Centre,Tigray,15,Artemether-Lumefantrine,2024-12,28.0,28,0,30.0,0
ETH009,Health Centre,Tigray,15,Magnesium Sulphate,2024-01,122.0,29,0,126.2,0
ETH009,Health Centre,Tigray,15,Magnesium Sulphate,2024-02,93.0,29,0,96.2,0
ETH009,Health Centre,Tigray,15,Magnesium Sulphate,2024-03,60.0,33,0,54.5,0
ETH009,Health Centre,Tigray,15,Magnesium Sulphate,2024-04,43.0,17,0,75.9,0
ETH009,Health Centre,Tigray,15,Magnesium Sulphate,2024-05,21.0,22,0,28.6,0
ETH009,Health Centre,Tigray,15,Magnesium Sulphate,2024-06,6.0,15,0,12.0,0
ETH009,Health Centre,Tigray,15,Magnesium Sulphate,2024-07,74.0,24,92,92.5,0
ETH009,Health Centre,Tigray,15,Magnesium Sulphate,2024-08,50.0,24,0,62.5,0
ETH009,Health Centre,Tigray,15,Magnesium Sulphate,2024-09,28.0,22,0,38.2,0
ETH009,Health Centre,Tigray,15,Magnesium Sulphate,2024-10,53.0,28,53,56.8,0
ETH009,Health Centre,Tigray,15,Magnesium Sulphate,2024-11,33.0,20,0,49.5,0
ETH009,Health Centre,Tigray,15,Magnesium Sulphate,2024-12,62.0,31,60,60.0,0
ETH010,Health Centre,Amhara,24,Oxytocin,2024-01,94.0,22,0,128.2,0
ETH010,Health Centre,Amhara,24,Oxytocin,2024-02,70.0,24,0,87.5,0
ETH010,Health Centre,Amhara,24,Oxytocin,2024-03,43.0,27,0,47.8,0
ETH010,Health Centre,Amhara,24,Oxytocin,2024-04,23.0,20,0,34.5,0
ETH010,Health Centre,Amhara,24,Oxytocin,2024-05,100.0,18,95,166.7,0
ETH010,Health Centre,Amhara,24,Oxytocin,2024-06,76.0,24,0,95.0,0
ETH010,Health Centre,Amhara,24,Oxytocin,2024-07,53.0,23,0,69.1,0
ETH010,Health Centre,Amhara,24,Oxytocin,2024-08,25.0,28,0,26.8,0
ETH010,Health Centre,Amhara,24,Oxytocin,2024-09,0.0,25,0,0.0,1
ETH010,Health Centre,Amhara,24,Oxytocin,2024-10,66.0,23,89,86.1,0
ETH010,Health Centre,Amhara,24,Oxytocin,2024-11,39.0,27,0,43.3,0
ETH010,Health Centre,Amhara,24,Oxytocin,2024-12,20.0,19,0,31.6,0
ETH010,Health Centre,Amhara,24,ORS/Zinc,2024-01,43.0,24,0,53.8,0
ETH010,Health Centre,Amhara,24,ORS/Zinc,2024-02,16.0,27,0,17.8,0
ETH010,Health Centre,Amhara,24,ORS/Zinc,2024-03,0.0,16,0,0.0,1
ETH010,Health Centre,Amhara,24,ORS/Zinc,2024-04,78.0,21,99,111.4,0
ETH010,Health Centre,Amhara,24,ORS/Zinc,2024-05,55.0,23,0,71.7,0
ETH010,Health Centre,Amhara,24,ORS/Zinc,2024-06,33.0,22,0,45.0,0
ETH010,Health Centre,Amhara,24,ORS/Zinc,2024-07,16.0,17,0,28.2,0
ETH010,Health Centre,Amhara,24,ORS/Zinc,2024-08,51.0,19,54,80.5,0
ETH010,Health Centre,Amhara,24,ORS/Zinc,2024-09,27.0,24,0,33.8,0
ETH010,Health Centre,Amhara,24,ORS/Zinc,2024-10,2.0,25,0,2.4,0
ETH010,Health Centre,Amhara,24,ORS/Zinc,2024-11,60.0,27,85,66.7,0
ETH010,Health Centre,Amhara,24,ORS/Zinc,2024-12,36.0,24,0,45.0,0
ETH010,Health Centre,Amhara,24,Artemether-Lumefantrine,2024-02,87.0,12,0,180.0,0
ETH010,Health Centre,Amhara,24,Artemether-Lumefantrine,2024-03,66.0,21,0,94.3,0
ETH010,Health Centre,Amhara,24,Artemether-Lumefantrine,2024-04,33.0,33,0,30.0,0
ETH010,Health Centre,Amhara,24,Artemether-Lumefantrine,2024-05,50.0,28,45,53.6,0
ETH010,Health Centre,Amhara,24,Artemether-Lumefantrine,2024-06,8.0,42,0,5.7,0
ETH010,Health Centre,Amhara,24,Artemether-Lumefantrine,2024-07,0.0,8,0,0.0,1
ETH010,Health Centre,Amhara,24,Artemether-Lumefantrine,2024-08,64.0,34,98,56.5,0
ETH010,Health Centre,Amhara,24,Artemether-Lumefantrine,2024-09,29.0,35,0,24.9,0
ETH010,Health Centre,Amhara,24,Artemether-Lumefantrine,2024-10,4.0,25,0,4.8,0
ETH010,Health Centre,Amhara,24,Artemether-Lumefantrine,2024-11,0.0,4,0,0.0,1
ETH010,Health Centre,Amhara,24,Artemether-Lumefantrine,2024-12,74.0,34,108,65.3,0
ETH010,Health Centre,Amhara,24,Magnesium Sulphate,2024-01,106.0,28,0,113.6,0
ETH010,Health Centre,Amhara,24,Magnesium Sulphate,2024-02,82.0,24,0,102.5,0
ETH010,Health Centre,Amhara,24,Magnesium Sulphate,2024-03,59.0,23,0,77.0,0
ETH010,Health Centre,Amhara,24,Magnesium Sulphate,2024-04,36.0,23,0,47.0,0
ETH010,Health Centre,Amhara,24,Magnesium Sulphate,2024-05,17.0,19,0,26.8,0
ETH010,Health Centre,Amhara,24,Magnesium Sulphate,2024-06,1.0,16,0,1.9,0
ETH010,Health Centre,Amhara,24,Magnesium Sulphate,2024-08,20.0,34,0,17.6,0
ETH010,Health Centre,Amhara,24,Magnesium Sulphate,2024-09,1.0,19,0,1.6,0
ETH010,Health Centre,Amhara,24,Magnesium Sulphate,2024-10,58.0,25,82,69.6,0
ETH010,Health Centre,Amhara,24,Magnesium Sulphate,2024-11,34.0,24,0,42.5,0
ETH011,Health Centre,SNNPR,19,Oxytocin,2024-01,53.0,27,0,58.9,0
ETH011,Health Centre,SNNPR,19,Oxytocin,2024-02,26.0,27,0,28.9,0
ETH011,Health Centre,SNNPR,19,Oxytocin,2024-03,0.0,26,0,0.0,1
ETH011,Health Centre,SNNPR,19,Oxytocin,2024-04,0.0,0,0,0.0,1
ETH011,Health Centre,SNNPR,19,Oxytocin,2024-05,58.0,21,79,82.9,0
ETH011,Health Centre,SNNPR,19,Oxytocin,2024-06,27.0,31,0,26.1,0
ETH011,Health Centre,SNNPR,19,Oxytocin,2024-08,43.0,16,0,80.6,0
ETH011,Health Centre,SNNPR,19,Oxytocin,2024-09,18.0,25,0,21.6,0
ETH011,Health Centre,SNNPR,19,Oxytocin,2024-10,0.0,18,0,0.0,1
ETH011,Health Centre,SNNPR,19,Oxytocin,2024-11,56.0,24,80,70.0,0
ETH011,Health Centre,SNNPR,19,ORS/Zinc,2024-01,95.0,25,0,114.0,0
ETH011,Health Centre,SNNPR,19,ORS/Zinc,2024-02,81.0,14,0,173.6,0
ETH011,Health Centre,SNNPR,19,ORS/Zinc,2024-03,55.0,26,0,63.5,0
ETH011,Health Centre,SNNPR,19,ORS/Zinc,2024-04,34.0,21,0,48.6,0
ETH011,Health Centre,SNNPR,19,ORS/Zinc,2024-05,68.0,29,63,70.3,0
ETH011,Health Centre,SNNPR,19,ORS/Zinc,2024-06,40.0,28,0,42.9,0
ETH011,Health Centre,SNNPR,19,ORS/Zinc,2024-07,15.0,25,0,18.0,0
ETH011,Health Centre,SNNPR,19,ORS/Zinc,2024-08,0.0,15,0,0.0,1
ETH011,Health Centre,SNNPR,19,ORS/Zinc,2024-09,66.0,35,101,56.6,0
ETH011,Health Centre,SNNPR,19,ORS/Zinc,2024-10,46.0,20,0,69.0,0
ETH011,Health Centre,SNNPR,19,ORS/Zinc,2024-11,22.0,24,0,27.5,0
ETH011,Health Centre,SNNPR,19,ORS/Zinc,2024-12,52.0,25,55,62.4,0
ETH011,Health Centre,SNNPR,19,Artemether-Lumefantrine,2024-01,80.0,20,0,120.0,0
ETH011,Health Centre,SNNPR,19,Artemether-Lumefantrine,2024-03,34.0,19,0,53.7,0
ETH011,Health Centre,SNNPR,19,Artemether-Lumefantrine,2024-04,93.0,23,82,121.3,0
ETH011,Health Centre,SNNPR,19,Artemether-Lumefantrine,2024-06,34.0,39,0,26.2,0
ETH011,Health Centre,SNNPR,19,Artemether-Lumefantrine,2024-07,68.0,30,64,68.0,0
ETH011,Health Centre,SNNPR,19,Artemether-Lumefantrine,2024-08,33.0,35,0,28.3,0
ETH011,Health Centre,SNNPR,19,Artemether-Lumefantrine,2024-09,62.0,30,59,62.0,0
ETH011,Health Centre,SNNPR,19,Artemether-Lumefantrine,2024-10,33.0,29,0,34.1,0
ETH011,Health Centre,SNNPR,19,Artemether-Lumefantrine,2024-11,89.0,26,82,102.7,0
ETH011,Health Centre,SNNPR,19,Artemether-Lumefantrine,2024-12,72.0,17,0,127.1,0
ETH011,Health Centre,SNNPR,19,Magnesium Sulphate,2024-01,42.0,28,0,45.0,0
ETH011,Health Centre,SNNPR,19,Magnesium Sulphate,2024-02,19.0,23,0,24.8,0
ETH011,Health Centre,SNNPR,19,Magnesium Sulphate,2024-04,60.0,16,0,112.5,0
ETH011,Health Centre,SNNPR,19,Magnesium Sulphate,2024-05,32.0,28,0,34.3,0
ETH011,Health Centre,SNNPR,19,Magnesium Sulphate,2024-06,56.0,34,58,49.4,0
ETH011,Health Centre,SNNPR,19,Magnesium Sulphate,2024-07,29.0,27,0,32.2,0
ETH011,Health Centre,SNNPR,19,Magnesium Sulphate,2024-08,9.0,20,0,13.5,0
ETH011,Health Centre,SNNPR,19,Magnesium Sulphate,2024-09,62.0,21,74,88.6,0
ETH011,Health Centre,SNNPR,19,Magnesium Sulphate,2024-10,43.0,19,0,67.9,0
ETH011,Health Centre,SNNPR,19,Magnesium Sulphate,2024-12,71.0,22,67,96.8,0
ETH012,Hospital,Amhara,42,Oxytocin,2024-01,313.0,94,0,99.9,0
ETH012,Hospital,Amhara,42,Oxytocin,2024-03,118.0,93,0,38.1,0
ETH012,Hospital,Amhara,42,Oxytocin,2024-04,33.0,85,0,11.6,0
ETH012,Hospital,Amhara,42,Oxytocin,2024-06,0.0,0,0,0.0,1
ETH012,Hospital,Amhara,42,Oxytocin,2024-07,265.0,95,360,83.7,0
ETH012,Hospital,Amhara,42,Oxytocin,2024-08,179.0,86,0,62.4,0
ETH012,Hospital,Amhara,42,Oxytocin,2024-10,0.0,70,0,0.0,1
ETH012,Hospital,Amhara,42,Oxytocin,2024-11,0.0,0,0,0.0,1
ETH012,Hospital,Amhara,42,Oxytocin,2024-12,132.0,91,223,43.5,0
ETH012,Hospital,Amhara,42,ORS/Zinc,2024-01,492.0,106,0,139.2,0
ETH012,Hospital,Amhara,42,ORS/Zinc,2024-03,328.0,76,0,129.5,0
ETH012,Hospital,Amhara,42,ORS/Zinc,2024-04,232.0,96,0,72.5,0
ETH012,Hospital,Amhara,42,ORS/Zinc,2024-05,154.0,78,0,59.2,0
ETH012,Hospital,Amhara,42,ORS/Zinc,2024-06,69.0,85,0,24.4,0
ETH012,Hospital,Amhara,42,ORS/Zinc,2024-07,0.0,69,0,0.0,1
ETH012,Hospital,Amhara,42,ORS/Zinc,2024-08,241.0,94,335,76.9,0
ETH012,Hospital,Amhara,42,ORS/Zinc,2024-10,86.0,79,0,32.7,0
ETH012,Hospital,Amhara,42,ORS/Zinc,2024-11,0.0,86,0,0.0,1
ETH012,Hospital,Amhara,42,ORS/Zinc,2024-12,149.0,84,233,53.2,0
ETH012,Hospital,Amhara,42,Artemether-Lumefantrine,2024-02,166.0,99,0,50.3,0
ETH012,Hospital,Amhara,42,Artemether-Lumefantrine,2024-03,74.0,92,0,24.1,0
ETH012,Hospital,Amhara,42,Artemether-Lumefantrine,2024-04,1.0,73,0,0.4,0
ETH012,Hospital,Amhara,42,Artemether-Lumefantrine,2024-05,0.0,1,0,0.0,1
ETH012,Hospital,Amhara,42,Artemether-Lumefantrine,2024-06,0.0,0,0,0.0,1
ETH012,Hospital,Amhara,42,Artemether-Lumefantrine,2024-07,133.0,142,275,28.1,0
ETH012,Hospital,Amhara,42,Artemether-Lumefantrine,2024-08,0.0,133,0,0.0,1
ETH012,Hospital,Amhara,42,Artemether-Lumefantrine,2024-10,38.0,88,0,13.0,0
ETH012,Hospital,Amhara,42,Artemether-Lumefantrine,2024-11,209.0,92,263,68.2,0
ETH012,Hospital,Amhara,42,Artemether-Lumefantrine,2024-12,119.0,90,0,39.7,0
ETH012,Hospital,Amhara,42,Magnesium Sulphate,2024-01,325.0,85,0,114.7,0
ETH012,Hospital,Amhara,42,Magnesium Sulphate,2024-03,156.0,73,0,64.1,0
ETH012,Hospital,Amhara,42,Magnesium Sulphate,2024-04,65.0,91,0,21.4,0
ETH012,Hospital,Amhara,42,Magnesium Sulphate,2024-06,116.0,88,204,39.5,0
ETH012,Hospital,Amhara,42,Magnesium Sulphate,2024-07,15.0,101,0,4.5,0
ETH012,Hospital,Amhara,42,Magnesium Sulphate,2024-09,90.0,82,0,32.9,0
ETH012,Hospital,Amhara,42,Magnesium Sulphate,2024-10,0.0,90,0,0.0,1
ETH012,Hospital,Amhara,42,Magnesium Sulphate,2024-11,195.0,79,274,74.1,0
ETH013,Health Centre,Tigray,17,Oxytocin,2024-01,90.0,24,0,112.5,0
ETH013,Health Centre,Tigray,17,Oxytocin,2024-02,66.0,24,0,82.5,0
ETH013,Health Centre,Tigray,17,Oxytocin,2024-03,45.0,21,0,64.3,0
ETH013,Health Centre,Tigray,17,Oxytocin,2024-04,20.0,25,0,24.0,0
ETH013,Health Centre,Tigray,17,Oxytocin,2024-06,51.0,30,0,51.0,0
ETH013,Health Centre,Tigray,17,Oxytocin,2024-07,28.0,23,0,36.5,0
ETH013,Health Centre,Tigray,17,Oxytocin,2024-08,69.0,25,66,82.8,0
ETH013,Health Centre,Tigray,17,Oxytocin,2024-09,46.0,23,0,60.0,0
ETH013,Health Centre,Tigray,17,Oxytocin,2024-10,13.0,33,0,11.8,0
ETH013,Health Centre,Tigray,17,Oxytocin,2024-11,0.0,13,0,0.0,1
ETH013,Health Centre,Tigray,17,Oxytocin,2024-12,62.0,29,91,64.1,0
ETH013,Health Centre,Tigray,17,ORS/Zinc,2024-01,51.0,24,0,63.8,0
ETH013,Health Centre,Tigray,17,ORS/Zinc,2024-02,33.0,18,0,55.0,0
ETH013,Health Centre,Tigray,17,ORS/Zinc,2024-03,13.0,20,0,19.5,0
ETH013,Health Centre,Tigray,17,ORS/Zinc,2024-04,47.0,22,56,64.1,0
ETH013,Health Centre,Tigray,17,ORS/Zinc,2024-05,29.0,18,0,48.3,0
ETH013,Health Centre,Tigray,17,ORS/Zinc,2024-06,4.0,25,0,4.8,0
ETH013,Health Centre,Tigray,17,ORS/Zinc,2024-08,47.0,25,72,56.4,0
ETH013,Health Centre,Tigray,17,ORS/Zinc,2024-09,35.0,12,0,87.5,0
ETH013,Health Centre,Tigray,17,ORS/Zinc,2024-10,70.0,21,56,100.0,0
ETH013,Health Centre,Tigray,17,ORS/Zinc,2024-12,22.0,23,0,28.7,0
ETH013,Health Centre,Tigray,17,Artemether-Lumefantrine,2024-01,105.0,29,0,108.6,0
ETH013,Health Centre,Tigray,17,Artemether-Lumefantrine,2024-02,82.0,23,0,107.0,0
ETH013,Health Centre,Tigray,17,Artemether-Lumefantrine,2024-03,59.0,23,0,77.0,0
ETH013,Health Centre,Tigray,17,Artemether-Lumefantrine,2024-04,26.0,33,0,23.6,0
ETH013,Health Centre,Tigray,17,Artemether-Lumefantrine,2024-05,79.0,27,80,87.8,0
ETH013,Health Centre,Tigray,17,Artemether-Lumefantrine,2024-06,38.0,41,0,27.8,0
ETH013,Health Centre,Tigray,17,Artemether-Lumefantrine,2024-07,0.0,38,0,0.0,1
ETH013,Health Centre,Tigray,17,Artemether-Lumefantrine,2024-08,25.0,40,65,18.8,0
ETH013,Health Centre,Tigray,17,Artemether-Lumefantrine,2024-09,73.0,40,88,54.8,0
ETH013,Health Centre,Tigray,17,Artemether-Lumefantrine,2024-10,44.0,29,0,45.5,0
ETH013,Health Centre,Tigray,17,Artemether-Lumefantrine,2024-11,12.0,32,0,11.2,0
ETH013,Health Centre,Tigray,17,Artemether-Lumefantrine,2024-12,51.0,24,63,63.8,0
ETH013,Health Centre,Tigray,17,Magnesium Sulphate,2024-01,114.0,22,0,155.5,0
ETH013,Health Centre,Tigray,17,Magnesium Sulphate,2024-02,97.0,17,0,171.2,0
ETH013,Health Centre,Tigray,17,Magnesium Sulphate,2024-04,49.0,24,0,61.2,0
ETH013,Health Centre,Tigray,17,Magnesium Sulphate,2024-05,20.0,29,0,20.7,0
ETH013,Health Centre,Tigray,17,Magnesium Sulphate,2024-06,52.0,25,57,62.4,0
ETH013,Health Centre,Tigray,17,Magnesium Sulphate,2024-07,31.0,21,0,44.3,0
ETH013,Health Centre,Tigray,17,Magnesium Sulphate,2024-08,1.0,30,0,1.0,0
ETH013,Health Centre,Tigray,17,Magnesium Sulphate,2024-09,65.0,24,88,81.2,0
ETH013,Health Centre,Tigray,17,Magnesium Sulphate,2024-10,41.0,24,0,51.2,0
ETH013,Health Centre,Tigray,17,Magnesium Sulphate,2024-11,17.0,24,0,21.2,0
ETH013,Health Centre,Tigray,17,Magnesium Sulphate,2024-12,0.0,17,0,0.0,1
ETH014,Health Centre,Amhara,14,Oxytocin,2024-01,63.0,18,0,105.0,0
ETH014,Health Centre,Amhara,14,Oxytocin,2024-02,42.0,21,0,60.0,0
ETH014,Health Centre,Amhara,14,Oxytocin,2024-03,22.0,20,0,33.0,0
ETH014,Health Centre,Amhara,14,Oxytocin,2024-04,0.0,22,0,0.0,1
ETH014,Health Centre,Amhara,14,Oxytocin,2024-05,90.0,24,114,112.5,0
ETH014,Health Centre,Amhara,14,Oxytocin,2024-06,61.0,29,0,63.1,0
ETH014,Health Centre,Amhara,14,Oxytocin,2024-07,45.0,16,0,84.4,0
ETH014,Health Centre,Amhara,14,Oxytocin,2024-08,10.0,35,0,8.6,0
ETH014,Health Centre,Amhara,14,Oxytocin,2024-09,39.0,33,62,35.5,0
ETH014,Health Centre,Amhara,14,Oxytocin,2024-10,20.0,19,0,31.6,0
ETH014,Health Centre,Amhara,14,Oxytocin,2024-11,61.0,25,66,73.2,0
ETH014,Health Centre,Amhara,14,Oxytocin,2024-12,43.0,18,0,71.7,0
ETH014,Health Centre,Amhara,14,ORS/Zinc,2024-01,111.0,26,0,128.1,0
ETH014,Health Centre,Amhara,14,ORS/Zinc,2024-02,81.0,30,0,81.0,0
ETH014,Health Centre,Amhara,14,ORS/Zinc,2024-03,50.0,31,0,48.4,0
ETH014,Health Centre,Amhara,14,ORS/Zinc,2024-04,31.0,19,0,48.9,0
ETH014,Health Centre,Amhara,14,ORS/Zinc,2024-07,21.0,28,0,22.5,0
ETH014,Health Centre,Amhara,14,ORS/Zinc,2024-08,63.0,19,61,99.5,0
ETH014,Health Centre,Amhara,14,ORS/Zinc,2024-09,42.0,21,0,60.0,0
ETH014,Health Centre,Amhara,14,ORS/Zinc,2024-10,19.0,23,0,24.8,0
ETH014,Health Centre,Amhara,14,ORS/Zinc,2024-11,0.0,19,0,0.0,1
ETH014,Health Centre,Amhara,14,ORS/Zinc,2024-12,0.0,0,0,0.0,1
ETH014,Health Centre,Amhara,14,Artemether-Lumefantrine,2024-01,112.0,22,0,152.7,0
ETH014,Health Centre,Amhara,14,Artemether-Lumefantrine,2024-02,91.0,21,0,130.0,0
ETH014,Health Centre,Amhara,14,Artemether-Lumefantrine,2024-03,73.0,18,0,121.7,0
ETH014,Health Centre,Amhara,14,Artemether-Lumefantrine,2024-04,54.0,19,0,85.3,0
ETH014,Health Centre,Amhara,14,Artemether-Lumefantrine,2024-07,0.0,34,0,0.0,1
ETH014,Health Centre,Amhara,14,Artemether-Lumefantrine,2024-08,18.0,37,55,14.6,0
ETH014,Health Centre,Amhara,14,Artemether-Lumefantrine,2024-09,0.0,18,0,0.0,1
ETH014,Health Centre,Amhara,14,Artemether-Lumefantrine,2024-10,77.0,27,104,85.6,0
ETH014,Health Centre,Amhara,14,Artemether-Lumefantrine,2024-11,53.0,24,0,66.2,0
ETH014,Health Centre,Amhara,14,Artemether-Lumefantrine,2024-12,23.0,30,0,23.0,0
ETH014,Health Centre,Amhara,14,Magnesium Sulphate,2024-01,65.0,27,0,72.2,0
