facility_id,facility_type,zone,medicine,month,avg_days_of_stock,stockout_rate_pct,total_consumption,total_stockouts,stock_on_hand,at_risk
ETH007,Health Centre,Amhara,Magnesium Sulphate,2024-11,17.1,0.0,28,0,16.0,True
ETH007,Health Centre,Amhara,Magnesium Sulphate,2024-12,83.0,0.0,30,0,83.0,False
ETH007,Health Centre,Amhara,ORS/Zinc,2024-01,79.4,0.0,34,0,90.0,False
ETH007,Health Centre,Amhara,ORS/Zinc,2024-02,92.7,0.0,22,0,68.0,False
ETH007,Health Centre,Amhara,ORS/Zinc,2024-03,55.0,0.0,24,0,44.0,False
ETH007,Health Centre,Amhara,ORS/Zinc,2024-04,36.0,0.0,20,0,24.0,False
ETH007,Health Centre,Amhara,ORS/Zinc,2024-05,6.0,0.0,20,0,4.0,True
ETH007,Health Centre,Amhara,ORS/Zinc,2024-07,16.4,0.0,33,0,18.0,True
ETH007,Health Centre,Amhara,ORS/Zinc,2024-08,80.9,0.0,23,0,62.0,False
ETH007,Health Centre,Amhara,ORS/Zinc,2024-10,46.9,0.0,16,0,25.0,False
ETH007,Health Centre,Amhara,ORS/Zinc,2024-11,0.0,100.0,25,1,0.0,True
ETH007,Health Centre,Amhara,ORS/Zinc,2024-12,67.5,0.0,20,0,45.0,False
ETH007,Health Centre,Amhara,Oxytocin,2024-01,104.4,0.0,25,0,87.0,False
ETH007,Health Centre,Amhara,Oxytocin,2024-02,83.5,0.0,23,0,64.0,False
ETH007,Health Centre,Amhara,Oxytocin,2024-04,5.3,0.0,34,0,6.0,True
ETH007,Health Centre,Amhara,Oxytocin,2024-05,72.0,0.0,20,0,48.0,False
ETH007,Health Centre,Amhara,Oxytocin,2024-06,32.6,0.0,23,0,25.0,False
ETH007,Health Centre,Amhara,Oxytocin,2024-08,68.2,0.0,22,0,50.0,False
ETH007,Health Centre,Amhara,Oxytocin,2024-09,48.9,0.0,19,0,31.0,False
ETH007,Health Centre,Amhara,Oxytocin,2024-10,88.7,0.0,23,0,68.0,False
ETH007,Health Centre,Amhara,Oxytocin,2024-11,51.6,0.0,25,0,43.0,False
ETH007,Health Centre,Amhara,Oxytocin,2024-12,28.6,0.0,22,0,21.0,True
ETH008,Health Centre,Amhara,Artemether-Lumefantrine,2024-01,96.4,0.0,28,0,90.0,False
ETH008,Health Centre,Amhara,Artemether-Lumefantrine,2024-03,63.0,0.0,20,0,42.0,False
ETH008,Health Centre,Amhara,Artemether-Lumefantrine,2024-04,20.4,0.0,25,0,17.0,True
ETH008,Health Centre,Amhara,Artemether-Lumefantrine,2024-05,130.5,0.0,20,0,87.0,False
ETH008,Health Centre,Amhara,Artemether-Lumefantrine,2024-06,49.1,0.0,33,0,54.0,False
ETH008,Health Centre,Amhara,Artemether-Lumefantrine,2024-07,13.8,0.0,37,0,17.0,True
ETH008,Health Centre,Amhara,Artemether-Lumefantrine,2024-08,0.0,100.0,17,1,0.0,True
ETH008,Health Centre,Amhara,Artemether-Lumefantrine,2024-09,0.0,100.0,0,1,0.0,True
ETH008,Health Centre,Amhara,Artemether-Lumefantrine,2024-10,104.0,0.0,15,0,52.0,False
ETH008,Health Centre,Amhara,Artemether-Lumefantrine,2024-11,27.8,0.0,27,0,25.0,True
ETH008,Health Centre,Amhara,Artemether-Lumefantrine,2024-12,91.2,0.0,26,0,79.0,False
ETH008,Health Centre,Amhara,Magnesium Sulphate,2024-01,71.1,0.0,19,0,45.0,False
ETH008,Health Centre,Amhara,Magnesium Sulphate,2024-02,24.0,0.0,25,0,20.0,True
ETH008,Health Centre,Amhara,Magnesium Sulphate,2024-03,80.0,0.0,27,0,72.0,False
ETH008,Health Centre,Amhara,Magnesium Sulphate,2024-04,53.1,0.0,26,0,46.0,False
ETH008,Health Centre,Amhara,Magnesium Sulphate,2024-06,106.8,0.0,25,0,89.0,False
ETH008,Health Centre,Amhara,Magnesium Sulphate,2024-07,62.1,0.0,29,0,60.0,False
ETH008,Health Centre,Amhara,Magnesium Sulphate,2024-08,51.8,0.0,22,0,38.0,False
ETH008,Health Centre,Amhara,Magnesium Sulphate,2024-09,180.0,0.0,13,0,95.0,False
ETH008,Health Centre,Amhara,Magnesium Sulphate,2024-10,99.5,0.0,22,0,73.0,False
ETH008,Health Centre,Amhara,Magnesium Sulphate,2024-11,79.5,0.0,20,0,53.0,False
ETH008,Health Centre,Amhara,Magnesium Sulphate,2024-12,24.8,0.0,29,0,24.0,True
ETH008,Health Centre,Amhara,ORS/Zinc,2024-01,70.8,0.0,25,0,59.0,False
ETH008,Health Centre,Amhara,ORS/Zinc,2024-02,50.5,0.0,22,0,37.0,False
ETH008,Health Centre,Amhara,ORS/Zinc,2024-03,20.5,0.0,22,0,15.0,True
ETH008,Health Centre,Amhara,ORS/Zinc,2024-04,0.0,100.0,15,1,0.0,True
ETH008,Health Centre,Amhara,ORS/Zinc,2024-06,124.5,0.0,20,0,83.0,False
ETH008,Health Centre,Amhara,ORS/Zinc,2024-07,55.9,0.0,29,0,54.0,False
ETH008,Health Centre,Amhara,ORS/Zinc,2024-08,25.9,0.0,29,0,25.0,True
ETH008,Health Centre,Amhara,ORS/Zinc,2024-09,141.0,0.0,20,0,94.0,False
ETH008,Health Centre,Amhara,ORS/Zinc,2024-10,87.5,0.0,24,0,70.0,False
ETH008,Health Centre,Amhara,ORS/Zinc,2024-11,70.0,0.0,21,0,49.0,False
ETH008,Health Centre,Amhara,ORS/Zinc,2024-12,28.8,0.0,25,0,24.0,True
ETH008,Health Centre,Amhara,Oxytocin,2024-01,102.0,0.0,30,0,102.0,False
ETH008,Health Centre,Amhara,Oxytocin,2024-02,131.1,0.0,19,0,83.0,False
ETH008,Health Centre,Amhara,Oxytocin,2024-03,101.1,0.0,19,0,64.0,False
ETH008,Health Centre,Amhara,Oxytocin,2024-04,38.6,0.0,28,0,36.0,False
ETH008,Health Centre,Amhara,Oxytocin,2024-07,45.0,0.0,28,0,42.0,False
ETH008,Health Centre,Amhara,Oxytocin,2024-08,24.8,0.0,23,0,19.0,True
ETH008,Health Centre,Amhara,Oxytocin,2024-09,94.1,0.0,22,0,69.0,False
ETH008,Health Centre,Amhara,Oxytocin,2024-10,68.6,0.0,21,0,48.0,False
ETH008,Health Centre,Amhara,Oxytocin,2024-12,1.3,0.0,23,0,1.0,True
ETH009,Health Centre,Tigray,Artemether-Lumefantrine,2024-01,180.0,0.0,16,0,118.0,False
ETH009,Health Centre,Tigray,Artemether-Lumefantrine,2024-02,71.1,0.0,35,0,83.0,False
ETH009,Health Centre,Tigray,Artemether-Lumefantrine,2024-04,70.0,0.0,18,0,42.0,False
ETH009,Health Centre,Tigray,Artemether-Lumefantrine,2024-05,18.5,0.0,26,0,16.0,True
ETH009,Health Centre,Tigray,Artemether-Lumefantrine,2024-06,73.1,0.0,32,0,78.0,False
ETH009,Health Centre,Tigray,Artemether-Lumefantrine,2024-07,22.0,0.0,45,0,33.0,True
ETH009,Health Centre,Tigray,Artemether-Lumefantrine,2024-08,43.7,0.0,35,0,51.0,False
ETH009,Health Centre,Tigray,Artemether-Lumefantrine,2024-09,17.8,0.0,32,0,19.0,True
ETH009,Health Centre,Tigray,Artemether-Lumefantrine,2024-10,0.0,100.0,19,1,0.0,True
ETH009,Health Centre,Tigray,Artemether-Lumefantrine,2024-11,57.9,0.0,29,0,56.0,False
ETH009,Health Centre,Tigray,Artemether-Lumefantrine,2024-12,30.0,0.0,28,0,28.0,False
ETH009,Health Centre,Tigray,Magnesium Sulphate,2024-01,126.2,0.0,29,0,122.0,False
ETH009,Health Centre,Tigray,Magnesium Sulphate,2024-02,96.2,0.0,29,0,93.0,False
ETH009,Health Centre,Tigray,Magnesium Sulphate,2024-03,54.5,0.0,33,0,60.0,False
ETH009,Health Centre,Tigray,Magnesium Sulphate,2024-04,75.9,0.0,17,0,43.0,False
ETH009,Health Centre,Tigray,Magnesium Sulphate,2024-05,28.6,0.0,22,0,21.0,True
ETH009,Health Centre,Tigray,Magnesium Sulphate,2024-06,12.0,0.0,15,0,6.0,True
ETH009,Health Centre,Tigray,Magnesium Sulphate,2024-07,92.5,0.0,24,0,74.0,False
ETH009,Health Centre,Tigray,Magnesium Sulphate,2024-08,62.5,0.0,24,0,50.0,False
ETH009,Health Centre,Tigray,Magnesium Sulphate,2024-09,38.2,0.0,22,0,28.0,False
ETH009,Health Centre,Tigray,Magnesium Sulphate,2024-10,56.8,0.0,28,0,53.0,False
ETH009,Health Centre,Tigray,Magnesium Sulphate,2024-11,49.5,0.0,20,0,33.0,False
ETH009,Health Centre,Tigray,Magnesium Sulphate,2024-12,60.0,0.0,31,0,62.0,False
ETH009,Health Centre,Tigray,ORS/Zinc,2024-01,165.0,0.0,24,0,132.0,False
ETH009,Health Centre,Tigray,ORS/Zinc,2024-02,178.4,0.0,19,0,113.0,False
ETH009,Health Centre,Tigray,ORS/Zinc,2024-03,105.6,0.0,25,0,88.0,False
ETH009,Health Centre,Tigray,ORS/Zinc,2024-04,45.4,0.0,35,0,53.0,False
ETH009,Health Centre,Tigray,ORS/Zinc,2024-05,39.1,0.0,23,0,30.0,False
ETH009,Health Centre,Tigray,ORS/Zinc,2024-07,120.0,0.0,16,0,64.0,False
ETH009,Health Centre,Tigray,ORS/Zinc,2024-08,46.8,0.0,25,0,39.0,False
ETH009,Health Centre,Tigray,ORS/Zinc,2024-10,99.1,0.0,23,0,76.0,False
ETH009,Health Centre,Tigray,ORS/Zinc,2024-11,69.1,0.0,23,0,53.0,False
ETH009,Health Centre,Tigray,ORS/Zinc,2024-12,21.3,0.0,31,0,22.0,True
ETH009,Health Centre,Tigray,Oxytocin,2024-01,174.5,0.0,22,0,128.0,False
ETH009,Health Centre,Tigray,Oxytocin,2024-02,93.9,0.0,31,0,97.0,False
ETH009,Health Centre,Tigray,Oxytocin,2024-03,91.2,0.0,24,0,73.0,False
ETH009,Health Centre,Tigray,Oxytocin,2024-04,74.3,0.0,21,0,52.0,False
ETH009,Health Centre,Tigray,Oxytocin,2024-05,15.9,0.0,34,0,18.0,True
ETH009,Health Centre,Tigray,Oxytocin,2024-06,142.5,0.0,16,0,76.0,False
ETH009,Health Centre,Tigray,Oxytocin,2024-07,96.7,0.0,18,0,58.0,False
ETH009,Health Centre,Tigray,Oxytocin,2024-08,61.6,0.0,19,0,39.0,False
ETH009,Health Centre,Tigray,Oxytocin,2024-09,78.5,0.0,26,0,68.0,False
ETH009,Health Centre,Tigray,Oxytocin,2024-10,45.6,0.0,27,0,41.0,False
ETH009,Health Centre,Tigray,Oxytocin,2024-11,19.2,0.0,25,0,16.0,True
ETH009,Health Centre,Tigray,Oxytocin,2024-12,58.7,0.0,23,0,45.0,False
ETH010,Health Centre,Amhara,Artemether-Lumefantrine,2024-02,180.0,0.0,12,0,87.0,False
ETH010,Health Centre,Amhara,Artemether-Lumefantrine,2024-03,94.3,0.0,21,0,66.0,False
ETH010,Health Centre,Amhara,Artemether-Lumefantrine,2024-04,30.0,0.0,33,0,33.0,False
ETH010,Health Centre,Amhara,Artemether-Lumefantrine,2024-05,53.6,0.0,28,0,50.0,False
ETH010,Health Centre,Amhara,Artemether-Lumefantrine,2024-06,5.7,0.0,42,0,8.0,True
ETH010,Health Centre,Amhara,Artemether-Lumefantrine,2024-07,0.0,100.0,8,1,0.0,True
ETH010,Health Centre,Amhara,Artemether-Lumefantrine,2024-08,56.5,0.0,34,0,64.0,False
ETH010,Health Centre,Amhara,Artemether-Lumefantrine,2024-09,24.9,0.0,35,0,29.0,True
ETH010,Health Centre,Amhara,Artemether-Lumefantrine,2024-10,4.8,0.0,25,0,4.0,True
ETH010,Health Centre,Amhara,Artemether-Lumefantrine,2024-11,0.0,100.0,4,1,0.0,True
ETH010,Health Centre,Amhara,Artemether-Lumefantrine,2024-12,65.3,0.0,34,0,74.0,False
ETH010,Health Centre,Amhara,Magnesium Sulphate,2024-01,113.6,0.0,28,0,106.0,False
ETH010,Health Centre,Amhara,Magnesium Sulphate,2024-02,102.5,0.0,24,0,82.0,False
ETH010,Health Centre,Amhara,Magnesium Sulphate,2024-03,77.0,0.0,23,0,59.0,False
ETH010,Health Centre,Amhara,Magnesium Sulphate,2024-04,47.0,0.0,23,0,36.0,False
ETH010,Health Centre,Amhara,Magnesium Sulphate,2024-05,26.8,0.0,19,0,17.0,True
ETH010,Health Centre,Amhara,Magnesium Sulphate,2024-06,1.9,0.0,16,0,1.0,True
ETH010,Health Centre,Amhara,Magnesium Sulphate,2024-08,17.6,0.0,34,0,20.0,True
ETH010,Health Centre,Amhara,Magnesium Sulphate,2024-09,1.6,0.0,19,0,1.0,True
ETH010,Health Centre,Amhara,Magnesium Sulphate,2024-10,69.6,0.0,25,0,58.0,False
ETH010,Health Centre,Amhara,Magnesium Sulphate,2024-11,42.5,0.0,24,0,34.0,False
ETH010,Health Centre,Amhara,ORS/Zinc,2024-01,53.8,0.0,24,0,43.0,False
ETH010,Health Centre,Amhara,ORS/Zinc,2024-02,17.8,0.0,27,0,16.0,True
ETH010,Health Centre,Amhara,ORS/Zinc,2024-03,0.0,100.0,16,1,0.0,True
ETH010,Health Centre,Amhara,ORS/Zinc,2024-04,111.4,0.0,21,0,78.0,False
ETH010,Health Centre,Amhara,ORS/Zinc,2024-05,71.7,0.0,23,0,55.0,False
ETH010,Health Centre,Amhara,ORS/Zinc,2024-06,45.0,0.0,22,0,33.0,False
ETH010,Health Centre,Amhara,ORS/Zinc,2024-07,28.2,0.0,17,0,16.0,True
ETH010,Health Centre,Amhara,ORS/Zinc,2024-08,80.5,0.0,19,0,51.0,False
ETH010,Health Centre,Amhara,ORS/Zinc,2024-09,33.8,0.0,24,0,27.0,False
ETH010,Health Centre,Amhara,ORS/Zinc,2024-10,2.4,0.0,25,0,2.0,True
ETH010,Health Centre,Amhara,ORS/Zinc,2024-11,66.7,0.0,27,0,60.0,False
ETH010,Health Centre,Amhara,ORS/Zinc,2024-12,45.0,0.0,24,0,36.0,False
ETH010,Health Centre,Amhara,Oxytocin,2024-01,128.2,0.0,22,0,94.0,False
ETH010,Health Centre,Amhara,Oxytocin,2024-02,87.5,0.0,24,0,70.0,False
ETH010,Health Centre,Amhara,Oxytocin,2024-03,47.8,0.0,27,0,43.0,False
ETH010,Health Centre,Amhara,Oxytocin,2024-04,34.5,0.0,20,0,23.0,False
ETH010,Health Centre,Amhara,Oxytocin,2024-05,166.7,0.0,18,0,100.0,False
ETH010,Health Centre,Amhara,Oxytocin,2024-06,95.0,0.0,24,0,76.0,False
ETH010,Health Centre,Amhara,Oxytocin,2024-07,69.1,0.0,23,0,53.0,False
ETH010,Health Centre,Amhara,Oxytocin,2024-08,26.8,0.0,28,0,25.0,True
ETH010,Health Centre,Amhara,Oxytocin,2024-09,0.0,100.0,25,1,0.0,True
ETH010,Health Centre,Amhara,Oxytocin,2024-10,86.1,0.0,23,0,66.0,False
ETH010,Health Centre,Amhara,Oxytocin,2024-11,43.3,0.0,27,0,39.0,False
ETH010,Health Centre,Amhara,Oxytocin,2024-12,31.6,0.0,19,0,20.0,False
ETH011,Health Centre,SNNPR,Artemether-Lumefantrine,2024-01,120.0,0.0,20,0,80.0,False
ETH011,Health Centre,SNNPR,Artemether-Lumefantrine,2024-03,53.7,0.0,19,0,34.0,False
ETH011,Health Centre,SNNPR,Artemether-Lumefantrine,2024-04,121.3,0.0,23,0,93.0,False
ETH011,Health Centre,SNNPR,Artemether-Lumefantrine,2024-06,26.2,0.0,39,0,34.0,True
ETH011,Health Centre,SNNPR,Artemether-Lumefantrine,2024-07,68.0,0.0,30,0,68.0,False
ETH011,Health Centre,SNNPR,Artemether-Lumefantrine,2024-08,28.3,0.0,35,0,33.0,True
ETH011,Health Centre,SNNPR,Artemether-Lumefantrine,2024-09,62.0,0.0,30,0,62.0,False
ETH011,Health Centre,SNNPR,Artemether-Lumefantrine,2024-10,34.1,0.0,29,0,33.0,False
ETH011,Health Centre,SNNPR,Artemether-Lumefantrine,2024-11,102.7,0.0,26,0,89.0,False
ETH011,Health Centre,SNNPR,Artemether-Lumefantrine,2024-12,127.1,0.0,17,0,72.0,False
ETH011,Health Centre,SNNPR,Magnesium Sulphate,2024-01,45.0,0.0,28,0,42.0,False
ETH011,Health Centre,SNNPR,Magnesium Sulphate,2024-02,24.8,0.0,23,0,19.0,True
ETH011,Health Centre,SNNPR,Magnesium Sulphate,2024-04,112.5,0.0,16,0,60.0,False
ETH011,Health Centre,SNNPR,Magnesium Sulphate,2024-05,34.3,0.0,28,0,32.0,False
ETH011,Health Centre,SNNPR,Magnesium Sulphate,2024-06,49.4,0.0,34,0,56.0,False
ETH011,Health Centre,SNNPR,Magnesium Sulphate,2024-07,32.2,0.0,27,0,29.0,False
ETH011,Health Centre,SNNPR,Magnesium Sulphate,2024-08,13.5,0.0,20,0,9.0,True
ETH011,Health Centre,SNNPR,Magnesium Sulphate,2024-09,88.6,0.0,21,0,62.0,False
ETH011,Health Centre,SNNPR,Magnesium Sulphate,2024-10,67.9,0.0,19,0,43.0,False
ETH011,Health Centre,SNNPR,Magnesium Sulphate,2024-12,96.8,0.0,22,0,71.0,False
ETH011,Health Centre,SNNPR,ORS/Zinc,2024-01,114.0,0.0,25,0,95.0,False
ETH011,Health Centre,SNNPR,ORS/Zinc,2024-02,173.6,0.0,14,0,81.0,False
ETH011,Health Centre,SNNPR,ORS/Zinc,2024-03,63.5,0.0,26,0,55.0,False
ETH011,Health Centre,SNNPR,ORS/Zinc,2024-04,48.6,0.0,21,0,34.0,False
ETH011,Health Centre,SNNPR,ORS/Zinc,2024-05,70.3,0.0,29,0,68.0,False
ETH011,Health Centre,SNNPR,ORS/Zinc,2024-06,42.9,0.0,28,0,40.0,False
ETH011,Health Centre,SNNPR,ORS/Zinc,2024-07,18.0,0.0,25,0,15.0,True
ETH011,Health Centre,SNNPR,ORS/Zinc,2024-08,0.0,100.0,15,1,0.0,True
ETH011,Health Centre,SNNPR,ORS/Zinc,2024-09,56.6,0.0,35,0,66.0,False
ETH011,Health Centre,SNNPR,ORS/Zinc,2024-10,69.0,0.0,20,0,46.0,False
ETH011,Health Centre,SNNPR,ORS/Zinc,2024-11,27.5,0.0,24,0,22.0,True
ETH011,Health Centre,SNNPR,ORS/Zinc,2024-12,62.4,0.0,25,0,52.0,False
ETH011,Health Centre,SNNPR,Oxytocin,2024-01,58.9,0.0,27,0,53.0,False
ETH011,Health Centre,SNNPR,Oxytocin,2024-02,28.9,0.0,27,0,26.0,True
ETH011,Health Centre,SNNPR,Oxytocin,2024-03,0.0,100.0,26,1,0.0,True
ETH011,Health Centre,SNNPR,Oxytocin,2024-04,0.0,100.0,0,1,0.0,True
ETH011,Health Centre,SNNPR,Oxytocin,2024-05,82.9,0.0,21,0,58.0,False
ETH011,Health Centre,SNNPR,Oxytocin,2024-06,26.1,0.0,31,0,27.0,True
ETH011,Health Centre,SNNPR,Oxytocin,2024-08,80.6,0.0,16,0,43.0,False
ETH011,Health Centre,SNNPR,Oxytocin,2024-09,21.6,0.0,25,0,18.0,True
ETH011,Health Centre,SNNPR,Oxytocin,2024-10,0.0,100.0,18,1,0.0,True
ETH011,Health Centre,SNNPR,Oxytocin,2024-11,70.0,0.0,24,0,56.0,False
ETH012,Hospital,Amhara,Artemether-Lumefantrine,2024-02,50.3,0.0,99,0,166.0,False
ETH012,Hospital,Amhara,Artemether-Lumefantrine,2024-03,24.1,0.0,92,0,74.0,True
ETH012,Hospital,Amhara,Artemether-Lumefantrine,2024-04,0.4,0.0,73,0,1.0,True
ETH012,Hospital,Amhara,Artemether-Lumefantrine,2024-05,0.0,100.0,1,1,0.0,True
ETH012,Hospital,Amhara,Artemether-Lumefantrine,2024-06,0.0,100.0,0,1,0.0,True
ETH012,Hospital,Amhara,Artemether-Lumefantrine,2024-07,28.1,0.0,142,0,133.0,True
ETH012,Hospital,Amhara,Artemether-Lumefantrine,2024-08,0.0,100.0,133,1,0.0,True
ETH012,Hospital,Amhara,Artemether-Lumefantrine,2024-10,13.0,0.0,88,0,38.0,True
ETH012,Hospital,Amhara,Artemether-Lumefantrine,2024-11,68.2,0.0,92,0,209.0,False
ETH012,Hospital,Amhara,Artemether-Lumefantrine,2024-12,39.7,0.0,90,0,119.0,False
ETH012,Hospital,Amhara,Magnesium Sulphate,2024-01,114.7,0.0,85,0,325.0,False
ETH012,Hospital,Amhara,Magnesium Sulphate,2024-03,64.1,0.0,73,0,156.0,False
ETH012,Hospital,Amhara,Magnesium Sulphate,2024-04,21.4,0.0,91,0,65.0,True
ETH012,Hospital,Amhara,Magnesium Sulphate,2024-06,39.5,0.0,88,0,116.0,False
ETH012,Hospital,Amhara,Magnesium Sulphate,2024-07,4.5,0.0,101,0,15.0,True
ETH012,Hospital,Amhara,Magnesium Sulphate,2024-09,32.9,0.0,82,0,90.0,False
ETH012,Hospital,Amhara,Magnesium Sulphate,2024-10,0.0,100.0,90,1,0.0,True
ETH012,Hospital,Amhara,Magnesium Sulphate,2024-11,74.1,0.0,79,0,195.0,False
ETH012,Hospital,Amhara,ORS/Zinc,2024-01,139.2,0.0,106,0,492.0,False
ETH012,Hospital,Amhara,ORS/Zinc,2024-03,129.5,0.0,76,0,328.0,False
ETH012,Hospital,Amhara,ORS/Zinc,2024-04,72.5,0.0,96,0,232.0,False
ETH012,Hospital,Amhara,ORS/Zinc,2024-05,59.2,0.0,78,0,154.0,False
ETH012,Hospital,Amhara,ORS/Zinc,2024-06,24.4,0.0,85,0,69.0,True
ETH012,Hospital,Amhara,ORS/Zinc,2024-07,0.0,100.0,69,1,0.0,True
ETH012,Hospital,Amhara,ORS/Zinc,2024-08,76.9,0.0,94,0,241.0,False
ETH012,Hospital,Amhara,ORS/Zinc,2024-10,32.7,0.0,79,0,86.0,False
ETH012,Hospital,Amhara,ORS/Zinc,2024-11,0.0,100.0,86,1,0.0,True
ETH012,Hospital,Amhara,ORS/Zinc,2024-12,53.2,0.0,84,0,149.0,False
ETH012,Hospital,Amhara,Oxytocin,2024-01,99.9,0.0,94,0,313.0,False
ETH012,Hospital,Amhara,Oxytocin,2024-03,38.1,0.0,93,0,118.0,False
ETH012,Hospital,Amhara,Oxytocin,2024-04,11.6,0.0,85,0,33.0,True
ETH012,Hospital,Amhara,Oxytocin,2024-06,0.0,100.0,0,1,0.0,True
ETH012,Hospital,Amhara,Oxytocin,2024-07,83.7,0.0,95,0,265.0,False
ETH012,Hospital,Amhara,Oxytocin,2024-08,62.4,0.0,86,0,179.0,False
ETH012,Hospital,Amhara,Oxytocin,2024-10,0.0,100.0,70,1,0.0,True
ETH012,Hospital,Amhara,Oxytocin,2024-11,0.0,100.0,0,1,0.0,True
ETH012,Hospital,Amhara,Oxytocin,2024-12,43.5,0.0,91,0,132.0,False
ETH013,Health Centre,Tigray,Artemether-Lumefantrine,2024-01,108.6,0.0,29,0,105.0,False
ETH013,Health Centre,Tigray,Artemether-Lumefantrine,2024-02,107.0,0.0,23,0,82.0,False
ETH013,Health Centre,Tigray,Artemether-Lumefantrine,2024-03,77.0,0.0,23,0,59.0,False
ETH013,Health Centre,Tigray,Artemether-Lumefantrine,2024-04,23.6,0.0,33,0,26.0,True
ETH013,Health Centre,Tigray,Artemether-Lumefantrine,2024-05,87.8,0.0,27,0,79.0,False
ETH013,Health Centre,Tigray,Artemether-Lumefantrine,2024-06,27.8,0.0,41,0,38.0,True
ETH013,Health Centre,Tigray,Artemether-Lumefantrine,2024-07,0.0,100.0,38,1,0.0,True
ETH013,Health Centre,Tigray,Artemether-Lumefantrine,2024-08,18.8,0.0,40,0,25.0,True
ETH013,Health Centre,Tigray,Artemether-Lumefantrine,2024-09,54.8,0.0,40,0,73.0,False
ETH013,Health Centre,Tigray,Artemether-Lumefantrine,2024-10,45.5,0.0,29,0,44.0,False
ETH013,Health Centre,Tigray,Artemether-Lumefantrine,2024-11,11.2,0.0,32,0,12.0,True
ETH013,Health Centre,Tigray,Artemether-Lumefantrine,2024-12,63.8,0.0,24,0,51.0,False
ETH013,Health Centre,Tigray,Magnesium Sulphate,2024-01,155.5,0.0,22,0,114.0,False
ETH013,Health Centre,Tigray,Magnesium Sulphate,2024-02,171.2,0.0,17,0,97.0,False
ETH013,Health Centre,Tigray,Magnesium Sulphate,2024-04,61.2,0.0,24,0,49.0,False
ETH013,Health Centre,Tigray,Magnesium Sulphate,2024-05,20.7,0.0,29,0,20.0,True
ETH013,Health Centre,Tigray,Magnesium Sulphate,2024-06,62.4,0.0,25,0,52.0,False
ETH013,Health Centre,Tigray,Magnesium Sulphate,2024-07,44.3,0.0,21,0,31.0,False
ETH013,Health Centre,Tigray,Magnesium Sulphate,2024-08,1.0,0.0,30,0,1.0,True
ETH013,Health Centre,Tigray,Magnesium Sulphate,2024-09,81.2,0.0,24,0,65.0,False
ETH013,Health Centre,Tigray,Magnesium Sulphate,2024-10,51.2,0.0,24,0,41.0,False
ETH013,Health Centre,Tigray,Magnesium Sulphate,2024-11,21.2,0.0,24,0,17.0,True
ETH013,Health Centre,Tigray,Magnesium Sulphate,2024-12,0.0,100.0,17,1,0.0,True
ETH013,Health Centre,Tigray,ORS/Zinc,2024-01,63.8,0.0,24,0,51.0,False
ETH013,Health Centre,Tigray,ORS/Zinc,2024-02,55.0,0.0,18,0,33.0,False
ETH013,Health Centre,Tigray,ORS/Zinc,2024-03,19.5,0.0,20,0,13.0,True
ETH013,Health Centre,Tigray,ORS/Zinc,2024-04,64.1,0.0,22,0,47.0,False
ETH013,Health Centre,Tigray,ORS/Zinc,2024-05,48.3,0.0,18,0,29.0,False
ETH013,Health Centre,Tigray,ORS/Zinc,2024-06,4.8,0.0,25,0,4.0,True
ETH013,Health Centre,Tigray,ORS/Zinc,2024-08,56.4,0.0,25,0,47.0,False
ETH013,Health Centre,Tigray,ORS/Zinc,2024-09,87.5,0.0,12,0,35.0,False
ETH013,Health Centre,Tigray,ORS/Zinc,2024-10,100.0,0.0,21,0,70.0,False
ETH013,Health Centre,Tigray,ORS/Zinc,2024-12,28.7,0.0,23,0,22.0,True
ETH013,Health Centre,Tigray,Oxytocin,2024-01,112.5,0.0,24,0,90.0,False
ETH013,Health Centre,Tigray,Oxytocin,2024-02,82.5,0.0,24,0,66.0,False
ETH013,Health Centre,Tigray,Oxytocin,2024-03,64.3,0.0,21,0,45.0,False
ETH013,Health Centre,Tigray,Oxytocin,2024-04,24.0,0.0,25,0,20.0,True
ETH013,Health Centre,Tigray,Oxytocin,2024-06,51.0,0.0,30,0,51.0,False
ETH013,Health Centre,Tigray,Oxytocin,2024-07,36.5,0.0,23,0,28.0,False
ETH013,Health Centre,Tigray,Oxytocin,2024-08,82.8,0.0,25,0,69.0,False
ETH013,Health Centre,Tigray,Oxytocin,2024-09,60.0,0.0,23,0,46.0,False
ETH013,Health Centre,Tigray,Oxytocin,2024-10,11.8,0.0,33,0,13.0,True
ETH013,Health Centre,Tigray,Oxytocin,2024-11,0.0,100.0,13,1,0.0,True
ETH013,Health Centre,Tigray,Oxytocin,2024-12,64.1,0.0,29,0,62.0,False
ETH014,Health Centre,Amhara,Artemether-Lumefantrine,2024-01,152.7,0.0,22,0,112.0,False
ETH014,Health Centre,Amhara,Artemether-Lumefantrine,2024-02,130.0,0.0,21,0,91.0,False
ETH014,Health Centre,Amhara,Artemether-Lumefantrine,2024-03,121.7,0.0,18,0,73.0,False
ETH014,Health Centre,Amhara,Artemether-Lumefantrine,2024-04,85.3,0.0,19,0,54.0,False
ETH014,Health Centre,Amhara,Artemether-Lumefantrine,2024-07,0.0,100.0,34,1,0.0,True
ETH014,Health Centre,Amhara,Artemether-Lumefantrine,2024-08,14.6,0.0,37,0,18.0,True
ETH014,Health Centre,Amhara,Artemether-Lumefantrine,2024-09,0.0,100.0,18,1,0.0,True
